	phone	review
3565	Xolo Q1200 (White)	simply amazing never hang till from 3 months suparb heat up little after playing vedios or playing game more than 2 hours  but its amazing
3566	Xolo Q1200 (White)	in this price its a good one cam quality is too good u can buy this mobile with out any doubt
3567	Xolo Q1200 (White)	worst phone ever in my life pathetic service from xolo service center they charge for every service and took too long for repairs never ever go for xolo products i got to sell my phone for 2000 after 4 months and spending 1200 on repairs and i bought it for 8300 waste of time and money
3568	Xolo Q1200 (White)	the xolo q1200 is an amazing smartphone which has all the features of samsung galaxy s4 it is also very cheap because its price is only rs6499 and in this price this is the best phone with all the specifications
3569	Xolo Q1200 (White)	great technology with smart price the phone is working fast  sony enable camera gives superb picture quality the front camera also good for selfie  thanks amazon for quick delievery
3570	Xolo Q1200 (White)	used for about a monthinitially wifi was not working but after software update and troubleshooting its working finefeels really premium beside my iphone 5sworks perfectly
3571	Xolo Q1200 (White)	battery life  operations are good little heavier that their counterparts button at side make it inconvenience some time camera is good
3572	Xolo Q1200 (White)	pros camera is good support enough features that caters to my req battery backup is good con manual need to be improved
3573	Xolo Q1200 (White)	good look phone great picture quality and camera is suparb but only one demerits it has only single sim mobile
3574	Xolo Q1200 (White)	i loved it worthfull
3575	Xolo Q1200 (White)	this phone heats up too much even till 50 degree battery temp very inferior quality battery it got swelled up in less than two months to the extent that the screen came off from the right side of the phone design looks good but it is not fit for xolo to manufacture nonremovable battery phones because if the battery swell up the whole phone gets damaged also if i was asked to pay for the battery and services though the phone and its accessories are still under warranty there are several software issues in this phone mediatek hardware are not meant for good performance it seems this phone has bad audio quality in headphones no matter how good your headphones are xolos headphones are of inferior chinese quality also company promised kitkat update in july first week and till now it hasnt arrived yet september is about to start also the worst part just pray that you dont have to visit any xolo service center in india you are going to have a mental disturbance and sense of loss worst ever services also for the minor issues like replacing battery they take more than 35 days that too is not guaranteed xolo should work on its customer care services they are very rude and unprofessional i would not recommend xolo at all instead you must buy any already well established brands pay a little more but you would enjoy the services xolo is like beauty but with less life and low brains also xolo care is too slow and sluggish xolo care doesnt really care
3576	Xolo Q1200 (White)	received the item before estimated date good quality mobile thank you
3577	Lenovo Rocstar A319 (Black)	nice phonevalue for money
3578	Lenovo Rocstar A319 (Black)	everything is good but camera and battery nothing to saymost wrost part of this mobile is its battery very poor backup just only 1500mah just go other online reviews and you will get same feedbacks on itso dont buy thisgo for xolo lava micromax at same budget
3579	Lenovo Rocstar A319 (Black)	its  fullfil my dreams as i was expected lenovo rockstar a 319 is super product
3580	Lenovo Rocstar A319 (Black)	mobile looking is better but camera quality most bad  also slow  finally phn bad
3581	Lenovo Rocstar A319 (Black)	batari backup bad
3582	Lenovo Rocstar A319 (Black)	good budget phone nice performance good battery backup
3583	Lenovo Rocstar A319 (Black)	price is difference from another site the phone is good
3584	Lenovo Rocstar A319 (Black)	i am satisfied with the product and the services
3585	Lenovo Rocstar A319 (Black)	nice mobilegood operatinggood price
3586	Lenovo Rocstar A319 (Black)	good product my sister like it
3587	Intex Aqua Power Plus (Black-Champagne)	this mobile features is so excellentbt i brought this mobile on 2952015  charger has been not working so wht can i do
3588	Intex Aqua Power Plus (Black-Champagne)	the battery back up is excellent and camera clarity should be improved the free flip cover should be made of metallic
3589	Microsoft Lumia 435 (Dual SIM, Green)	very good device at such a cheap price plastic back cover sometimes looks odd but can protect your phone well overall very happy with the performance so far next upgrade model is 532 rs6300 or 535 rs7800 the major difference is camera pixels  remaining all features are mostly the same of 435 rs4800 i recommend to buy this along with a back flip cover
3590	Microsoft Lumia 435 (Dual SIM, Green)	its a good deal touch is not feathertouchresponsive but overall phone is good with all essential features included
3591	Microsoft Lumia 435 (Dual SIM, Green)	a refined phone at a good price my only issue us with the battery abd camerathough thet are still pretty good for the price
3592	Microsoft Lumia 435 (Dual SIM, Green)	good phone in this cheap pricesome drawbacks are1 a little bit more heating2closing of apps sometime automatically
3593	Microsoft Lumia 435 (Dual SIM, Green)	quick delivery no fuss purchase of a good phone
3594	Microsoft Lumia 435 (Dual SIM, Green)	very good mobile phone at this price
3595	Microsoft Lumia 435 (Dual SIM, Green)	good pakeg i love 10084 windows phone
3596	Microsoft Lumia 435 (Dual SIM, Green)	its too good  and demanded system
3597	Microsoft Lumia 435 (Dual SIM, Green)	perfect smartphone at this price
3598	Microsoft Lumia 435 (Dual SIM, Green)	the best phone in this budget
3599	Microsoft Lumia 435 (Dual SIM, Green)	good experience nice phone
3600	Microsoft Lumia 435 (Dual SIM, Green)	not useful for internet connection  using only 2g even 3g network available lots of more issues128542
3601	Microsoft Lumia 435 (Dual SIM, Green)	just need to upgrade the camer features else everything is good fluent nice screen etc
3602	Microsoft Lumia 435 (Dual SIM, Green)	no led flash light the only reason i cannot purchase the mobile
3603	Microsoft Lumia 435 (Dual SIM, Green)	nokia 435 comes equipped with a qualcomm snapdargon 200 proccessor with an adreno 302 gpu and it the dual core one msm8210 12 ghz cortex a7 one and not even the quad core 12ghz msm8212 this is too bad for the price of 6k what microsoft is asking for yes its definitely a good initiative from microsoft to provide an alternative lumia for the budget seekers but i think this phone is dated plus why should some one go for lumia 435 when you can get lumia 630 with a snapdragon 400 cpu and a clear black 45 inch ips screen for 6k yeah its true that lumia 435 comes with 1gb ram but it simply doesnt have the cpu nor the gpu to fully capitalize on since this is a windows phone the 512 mb of ram would be more than enough for all day to day usage and only while gaming on high graphics the defieciency of ram maybe felt people looking for a good phone at this price irrespective of the os ie windows or android go for android one for 55k or you can even wait for the redmi 2 thats expected to come in a few months for 6k microsoft introduces this phone at a time when budget users are spoilt for choices with so many alternatives at their disposal had they done it a year before then it might have attracted buyers but not now plus their pricing policy is also strange they are even competing with themselves by making lumia 630 sell for a similar price
3604	Microsoft Lumia 435 (Dual SIM, Green)	good phone  speed delivery but altleast they can add one normal sim port  both ports are micro sim  windows os is good but not faster and beautiful than android
3605	Microsoft Lumia 435 (Dual SIM, Green)	awsome
3606	Microsoft Lumia 435 (Dual SIM, Green)	good only flash is missinggood in this rangr picture quality is good battery backup is better than android
3607	Microsoft Lumia 435 (Dual SIM, Green)	phone is good at this price but microsoft  store service too slow
3608	Microsoft Lumia 435 (Dual SIM, Green)	its amazing window 81 mobile and i am really happy to used this phone
3609	HTC One M9 Plus (Gold-Silver)	this is my first htc flagship butter smooth operations never showed lag or anything this is an awesome phone great display i havent faced any over heating issues so far front cam is the best i ever used excellent rear cam in automode in adequate light is ok in manual mode we can adjust shutter speed iso focus etc and can take awesom pictures and i have seen many complain about battery life but i found it is quite good for a flagship device comparing other flagships out there i am really satisfied with this device
3610	HTC One M9 Plus (Gold-Silver)	just bought the m9 from a nearby retail store and loving it so far i am not someone who plays games on phones but this mediatek processor is not a slouch any current generation high end processor will be enough to perform day to day tasks without a hitch and i am someone who believes that we dont need gazillion cores to use a phone people crying out loud for its bad camera performance should try it again after the firmware update the autofocus is improved considerably and it takes fine pictures now you can play with manual settings to adjust the shutter speed and iso levels to get a perfect looking low light shot  let me give you a short background about where i come from i bought the s6 on the launch day itself and faced the infamous pink tint issue on the screen got doa done from the service center and the replacement device turned out to be worse than the original unit sold the hideous phone at a loss of inr 9k so much for the so called samsung flagship look at the general thread of s6 on xda people are crying all over this pink tint issue  then came the iphone the so called god of all phones bullst got the 64gb version and again ran into an infamous issue faced by many iphone users the screen was literally popping out of the metal casing right out of the box and made clicking sounds while typing messages while apple is busy milking huge profits out of customers the least i expected was stringent quality control apple users make fun of companies like oneplus and dont realize that their iphone may have been manufactured right next door in china  i am a happy camper after todays purchase since everything seems to be perfect build wise on htc and its the best ive used till date quality wise this comes from a person who has used flagships after flagships since 2011 unless you arent bothered about development and are not into custom roms m9 is a good buy and i would highly recommend it if you are someone who cares about custom roms and a spanking camera on the phone this ones not for you this is the most underestimated phone amongst current flagships and i would highly recommend it to anyone to cares about experience rather than benchmarks or names like qualcomm qualcomm seriously messed up with their sd 810 in a hurry to bring out a 64 bit soc
3611	HTC One M9 Plus (Gold-Silver)	recently bought the beastthe phone is really amazing get discounts and cashbacks on m9 i got it at 10 discount offer page httpamznto1j5numz  people are complaining about the poor camerabut i after using it i found there are minor issues i think the camera is also greatthe specs of m9 are really bad ass just love using this phonegreat mobile worth spending some bucks
3612	HTC One M9 Plus (Gold-Silver)	m9 was released in march of 2015 with 14460x6970x961dimensionswith weight of 157g bit heavy and with excellent battery capacity of 2840mahno removable battery and no sar  looking at camera is excellent htc is done with the ultrapixel primary camera now they have fitted a 207 mp camera which is manufactured by sony yes it is the same camera you can find in sony8217s flagships this camera also comes with the raw image capture and 4k video recording htc has been building some of the best built phones of the world lately with the previous generations8217 htc has made a name for itself and set a bench mark with the build quality of the phones they haven8217t gone a bit back with the build quality in the new htc one m9 this is the besthtc has chosen to remain at the 1080p display resolution while all the others opted for 2k resolution the slcd3 1080p screen that is the same that is found in the previous two generations of the phone it is sharp quite tunique but it is still not matching the samsung galaxy s68217s display also many of the previous generation flagships
3613	HTC One M9 Plus (Gold-Silver)	the htc one m9 is an improvement over the m8 in many ways the refined design is gorgeous and the upgrades included in sense 7 lend it a mature feel thats missing from rivals attempts to customise android its also incredibly quick and its good to see that htc has staunchly resisted the temptation to drop microsd expansion that alone should persuade a good section of buyers to get their wallets outit has one of the better cameras in the business if not the best the m8 had the best camera at the point of time the m9 does not have that badge on its chest the phone works well in all scenarios and is very powerful however like most other topend phones these days the m9 too has occasional heating issues battery life is a serious concern too the htc sense 7 ui gives a high degree of customisation that you can play around with and the battery life is good to last a full working day  if you are one of those people who want to show the world that you have a topend phone that looks like one the htc one m9 is one of your best bets it is an investment especially with all the metal in the phone also with htc itself bringing in some good affordable phone you need to take a call on whether there is a need for a phone that costs close to rs 50000
3614	HTC One M9 Plus (Gold-Silver)	disgusting product with disgusting design and price asus zenfone 2 is much much better than htc one m9 asus zenfone battery is 3000mah asus zenfone 2 comes in 3 variants 16gbinbuilt 2gb ram   32gbinbuilt 2gb ram   64gbinbuilt 3gb ram costliest zenfone 2 is 64gbinbuilt which is less than 23 thousand i think only foolish or the people who believe in show off they will go for htc one m9 a wise person never opt htc
3615	HTC One M9 Plus (Gold-Silver)	htc sense build quality are best in class fingerprint scanner is wow battery backup is only con i think one can carry power bank to solve that issue everything else is at its best
3616	HTC One M9 Plus (Gold-Silver)	when htc announced m9 even many htc fans were disappointed seeing there wasnt anything revolutionary in the new m9 comparing to the old m8 so when m9 plus was released many saw this as the real successor to the m8 thanks to better overall specs  despite it sporting a mediatek chipset  processor  m9 plus is powered by an mt6795t chipset while the original m9 has a qualcomm snapdragon 810 on board which is very well known to be suffering from heating issuesperformancewise mt6795t is very good  22ghz octacore  ram  3gb ram makes multitasking and gaming a breeze display  m9 plus gets slightly bigger 52 inches screen with qhd resolution  1440 x 2560 pixels 534 ppi  while m9 only has a 1080 x 1920 pixels  441ppi  screen the screen is glorious to look at with good viewing angles camera  m8s dual camera which is missing in the original m9 makes an appearance on m9 plus however the camera performance is not that better than the one seen on the older m8 or the original m9 dont get me wrong m9 pluss camera is still good but since its a new phone one expect it to outclass the older gen phone which is not the case according to many reviewers online software  htc sense 70 ui on top of android lollipop battery  any phone with a qhd display will need a very huge battery to power up all those pixels for the whole day of moderate usage since this only packs a 2840mah battery you would find it hard to get through a full day unless you are travelling its not that difficult to charge your phone these days so its not going to be a big concern for many fingerprint sensor  yes m9 has got one at the bottom while the original m9 doesnt come with one  should you buy it if you are satisfied with m8s camera then you would be more than happy with m9 s camera i would say this is a better buy than the original m9 since many users are complaining about heating issues with that one if i am not mistaken many buy htc phones for their build quality and htc sense ui if you are among those you wouldnt be disappointed with the purchase  other phones to consider  samsung galaxy s6 apple iphone 6 and lg g4 have better cameras  price  i would have loved this priced under 45k
3617	HTC One M9 Plus (Gold-Silver)	too much highly priced
3618	HTC One M9 Plus (Gold-Silver)	i have been reading so much about this phone not using a snapdragon and instead going for a mediatek processor  so let first start by saying commenting on products with half knowledge  mediatek is a new co and thats it there technology is no way inferior and in fact they are the first and only true october core chipset manufacturer in the world thats different to all the other octo core processors around all please comment on technology only if you know something about it stop taking brand names  its not brands which makes a difference but the innovation in it
3619	HTC One M9 Plus (Gold-Silver)	lovee this phone better in everyy aspect than s6 best display great battery life expandable storage boomsound speakers radio n much much better performance with sense still looks class in front of s6 that seems like a confused device no lags or hangs like touchwiz highly recommend
3620	HTC One M9 Plus (Gold-Silver)	such a good phone
3621	HTC One M9 Plus (Gold-Silver)	might be an awesome device but one will really regret buying it if for any reason one has to go through the after sales service center and customer care service not worth spending so much money talking from personal experience post purchasing a premium device worth 40k
3622	HTC One M9 Plus (Gold-Silver)	it is the best android phone with price range above  40k  amazing features in this  new model but given  price range is high to compare flipkart
3623	HTC One M9 Plus (Gold-Silver)	nice mobile htc is number one
3624	HTC One M9 Plus (Gold-Silver)	excellent 
3625	HTC One M9 Plus (Gold-Silver)	mediatec  soc  why  no reason totally neglected  50k
3626	HTC One M9 Plus (Gold-Silver)	hardware is as usual very good but one piece aluminum and excellent build quality   display and software are good too   but the biggest con is the chip set  it mediatek and not qualcomm  so guys investing in this phone may be a risk so be aware  better go with samsung s6 it currently has the best display best camera and the best chipset exynos 7420 has performed extrememly well so be sure no purchase this or no
3627	HTC One M9 Plus (Gold-Silver)	im giving it 3 stars because of its good display and flagship device htc offers approx 20mp back camera which is not so good in auto focusing pictures arr not cleared as they have to built qulity is very good but the device get heated im disappointing with device because it has a microtek chipset which makes the device poor if you are use of m8 than dont upgrade to this device
3628	HTC One M9 Plus (Gold-Silver)	i am going 2nd star because htc use mediatech ic and all chip mobile use mediatech ic and they have so many problems
3629	Jivi JSP 20 (Black)	bought jivi jsp20 week back  black colour  let me list pros and cons here  some apps dont work i will tell u how to fix them  looks and weight are awesome seems like a high end phone   touch is very good  pros  1 awesome looks for that price 2 touch is very good 3  dual sim wifi is ok  cons  1 camera quality very very bad 2 in ear phones quality is very very poor 3outdated android version 4 default browser crashes most of the time  for this u have to install opera android  manually   google chrome android version does not support 4 some apps dont work like whats app and google play  for this you have install  apps manuvally  download apk file of anything u want to install  like if u want to install opera download operaapk  copy that file to external sd card and you can install it from there     some apps require rooting the phone  but rooting of the phone may void warrenty  buy this phone only for looks and lightweight  and if u want to taste the android  browsing is ok if u install opera browser  u can clear browsing  history too any help in installing apps  please feel free to ask me 
3630	Jivi JSP 20 (Black)	a phone that costs only 1999 rupees and is allowing you to do multitasking as well as social networking at the same time and also looks quitet stylish in my opinion 1 battery it comes with a 1350 mah battery pack which gives u a full day of medium usage 2screen it has a 3534 hvga screen which is quite vivid at the same time and also has a ogs display which quite good at this price point 3 camera it has 2 mp fixed focus camera with led flash which captures decent images at this price 4 speaker the speaker of this phone is really loud and is audible at any scenario and has some bass also 5 ram it comes with 128 mb ram which comfortably runs android on the phone and runs all your basic apps 6storage it has 32 gb of expandable storage and inserted a 16 gb class 10 memory card into it and it was working well 7 connectivity it has wifibluetoothfm wifi connectivity was good as it captures my routers signals quite comfortably verdict anyone who wants to evolve in the android ecosystem with a really good smartphone without spending a bucket full of money can choose this phone which can easily fill your basic needs at such a low cost
3631	Jivi JSP 20 (Black)	pros 1low price android mobile 2having flash option 3ogs display means better than tft and led display 4stylish design  cons 1outdated android versiongingerbread 2no zooming option 3ram is very lessonly 125mb means u cant run more application  4no 3g atleast doesnt have front cam 5battery is average only 1350mah
3632	Jivi JSP 20 (Black)	it is very nice mobile in the price range of rs2000 working fine good battery pack up only problem is very small letters in the keyboard my rating is 45
3633	Jivi JSP 20 (Black)	all jivi 20 user must check 34 manage app34 to see what applications are running and stop them when not in use  it prolongs battery life and less hangup  it is a good mobile for 2000 as all apks works well and you can install new ones as i have now a  unblock me game and  call recorder installed
3634	Jivi JSP 20 (Black)	black color looks attractive than whitenice mobile for this pricefree flip coverworking fine128 mb ram is very less could have been 512 mbaudio sound low battery backup low could be increased
3635	Jivi JSP 20 (Black)	a very good service from the amazon  an excellent phone for the basic users with wifi bluetooth hot spot features excellent display sound  music but a very very poor picture quality captured by camera and more over no inbuilt games feature  over all an excellent smart phone worth of low price for basic users
3636	Jivi JSP 20 (Black)	you can not download working software on this phone as play store  google play dont support it as modem you can not link with your pc for internet so as a phone it may working but as the part of internet it is not useful
3637	Jivi JSP 20 (Black)	all great for a basic smartphone at this value camera is real disappointing not sure if it is 2 mp have other phones clicking better quality with same camera specs overall worth the cost even it if it lasts 8 months 
3638	Jivi JSP 20 (Black)	received the phone yes at this price range this phone is good enough to give basic android experience tested wireless bluetooth mobile data camera music  fm radio all working fine as expected while browsing net or opening some app it lags a bit sometimes but it is obvious since the ram is only 128 mb have never opened whatsapp  facebook i know it will lag or hang so there is no point trying to push and as for me i didnt buy this phone for facebooking or to use whatsapp i bought it as a replacement for my 4 yrs old nokia 110 and to use it as basic phone with some android capabilities the phone call quality is surprisingly crisp  clear sound is bit on the lower side but the quality is enough via bundled earphone for casual listening touch screen fine and quick in response sometimes a feel of slow response may be experienced but i think its only because of small amount of ram play store is not there it may be have been purposely left with amount of 256 rom there would hardly a space for it so installing app will only be through apk downloaded through other mobile and transferring it here transferring data is no problem you could do it via bluetooth or by plugging the phone into pc via bundled micro usb cable and port but remember try not to install too many apps resource hunger apps should be complete no no install what you really require chose apps with as small footprint as possible dont expect angry birds to run here try to utilise as much as possible the bundled apps instead of installing  heavier apps with similar functionality as for me i install fastnote for note taking opera mini for browsing but it seems default browser is much faster quick  pic for gallery replacement here too default picture viewer is much faster es file explorer the default file manager suffices but incase i need to transfer files via wifi ill need it a simple unit convertor and lastly a battery percentage indicator the rest of default apps like calculator calendar gmail etc are ok and fulfills my basic requirements as replacement for nokia 110 it has no video player but which dolt will buy this phone to watch videos about battery life i charged it full yesterday and as of now after almost 24 hrs it still has 55 left mind you i not a heavy user only an average user all said i only wish the ram was at least 256 mb than jivi jsp 20 could really have been lowest cost smartphone
3639	Jivi JSP 20 (Black)	i have recieved the phone which had the problem of screen and required to be changed any howi went to the service center and they have kept the phone for servicing and had not recieved it back till date  worst productworst quality and worst services both on account of amazon and jivi mobile
3640	Jivi JSP 20 (Black)	i feel regret after purchasing this mobile with my hard earned moneyworthless with the features better i could have purchased a mobile to just to talk i mean basic model of any kind  drawbacks 1whats app is not opening 2browser closes automatically when i surf on something 3sometimes hangs 4camera is worthless compared to other mobiles with the same pixel quality  now a days everyone is rushing with whats app messages but in this mobile when i click whats app it says your version of app is obsolete please download after downloading when i click on install it says application not installedyou dont believe it iam not using whats app until now since i purchased from the first launch  there are customer care numbers available to contact extensively i searched over web and got frustrated  i recommend not to go with this mobile bitter experience
3641	Jivi JSP 20 (Black)	this is a worest mobile i purchased it on 20 days back from that day onward i started so many problems the mobile struck each and every 1015 minutes and today it stopped automatically what  should i do now i am not under standing so customers dont buy this mobile i dont give a single star
3642	Jivi JSP 20 (Black)	good looking battery backup is also good  camera quality is much better than other branded  mobile touch all so smooth internet very fast connecting awesome mobilememmary capacity also good my opinion jsp20 best mobile   low price  android mobile
3643	Jivi JSP 20 (Black)	hi friends  happy to say as i am using jivi jsp 20 handsets with the support of amazon sales  i suggest everyone to use the only jivi mobiles which is the best as well in less price compare to all other brands in market
3644	Jivi JSP 20 (Black)	i bought just by getting tempted by iys prive 1999 and i must sayyou are getting a phone worth 5k by juat paying 2k a reasonably good battery and tpuch screen very good for people who want it for limited use thanks
3645	Jivi JSP 20 (Black)	i was surprised to see this product pricing and just for a trial i ordered it got it last week in hand and i must say jsp20 turned out to be a surprise package a sleek beautiful looking android phone it got just for rs1999 amazing in todays world i guess  so far i am a satisfied customer and one more thing i tell you  looking at this handset in hand my friends and  peers do ask me about it and i think 4 of them have already for it  i think i will go for one more this time in white color for my dad  if you are planning for it  just go for it  the price is so attractive thats its not worth thinking too much 
3646	Jivi JSP 20 (Black)	hmm phone is for sure a budget thing to get i was very interested at first due the lowest price a smart phone can be and ordered  just to gift it phone looks pretty good and cute the battery life is very poor phone hangs even while using whats app or even while using file manager u cant upgrade any apps doesnt play many vedio formats u need to convert them first blue tooth and wifi are losing connectivity many times browsing is also very slow if upgraded and increased the memory allotments might do favour little bit of price hike also doesnt matter if upgraded and gives better performance
3647	Jivi JSP 20 (Black)	good avg phone cant expect more and its good for the price i would recommend it
3648	Jivi JSP 20 (Black)	i have never ever seen such a useless mobile  this is not worthwhile even it is free of cost wifi not working useless cameras no 3g hence cant use internet even facebook and whatsapp not running properly from 2g connectivity
3649	Lenovo A328 (White)	fastastic phone at this priceits just awsme battery and camera is good no hanging as quad core processor 
3650	Lenovo A328 (White)	i genuinely liked this phoneworking so goodall the features are valuable as far as its remarkable price is concernedif someone looking for this range of phoneslenovo a328 would be 1 of the better choices
3651	Lenovo A328 (White)	the package contained everything to start using the phone including case  screen guard reception  call quality is acceptable all app icons are scattered across home screens which is disappointing facing issue with battery capacity sometimes the charge level drops to zero within 2 minutes when it was at 50 level and phone was idle till that time battery life seems okay
3652	Lenovo A328 (White)	good looks good for average and base users has problems with accessing memory card and even internal memory many applications get stuck and if we switch off the phone it is impossible to switch on the phone by pressing the power switch i have to remove the battery and insert it again to restart it i cannot set personal rigntones because of the problem of accessing memory it automatically changes to default ringtones hence i find it difficult to recognise the calls to my phone apps cannot be installed or moved to sd card  internal memory very less  very often does not display the contact name for incoming calls and messages often fail to access contacts from sim cards i recommend this only for people who use a phone only for making calls and sending messages
3653	Lenovo A328 (White)	mobile body is goodcompany provides back cover also mobile looks trendy but poor back camera as it come without auto focus facility other wise the mobile has 1gb  ram which is best in the 5k range
3654	Lenovo A328 (White)	i odred product on 25th and recieved on 27th i was pretty happy with amazon about product lenovo is trusted brand so phone was good at its price i liked it it is nt the best but price ia also good
3655	Lenovo A328 (White)	good phone in 5k range optimal battery life and performance poor rear flash light which fails to provide required illumination in dark user interface can be better
3656	Lenovo A328 (White)	powerful battery clear pichures all features in your budget only one mistake  a lot of app instaletion no space in internal memory
3657	Lenovo A328 (White)	can not move application to sd card camera click sound can not be muted no lolipop update till now not upto the mark
3658	Lenovo A328 (White)	display quality is not so strong one can explore some other in same price range amazons delivery time was also poor
3659	Lenovo A328 (White)	this is a good mobile in the cost of below 55k but ear phones quality is worrest and back camera is bad
3660	Lenovo A328 (White)	the phone is good battery is awesome front camera is good according to 2 mp and rear camera is not very good but also not very bad screen resolution response  sound is also very good i love its back cover which comes free in the box with the phone in short its worth buying
3661	Lenovo A328 (White)	bakwas phone i m using last 6 months apps running in only internal memory apps not moved to sd card
3662	Lenovo A328 (White)	amazon delivered excellent its good but i dispirited with camera clarity and speakers sound
3663	Lenovo A328 (White)	not good quality product its open the box and start hanging and restart the problem
3664	Lenovo A328 (White)	very good phone with long battery life
3665	Lenovo A328 (White)	worst mobile i never seen such a mobile touch just like korean set blabalapppp
3666	Lenovo A328 (White)	its a good phone i will suggest others also to buy this one
3667	Lenovo A328 (White)	very good product loved it great camera and battery by lenovo
3668	Lenovo A328 (White)	good but only one problem charging is not keep up that
3669	Karbonn Titanium Dazzle 2 S202 (Black)	battery worn out very soon if you use net gps 
3670	Karbonn Titanium Dazzle 2 S202 (Black)	i never found any phone this price and features v good product
3671	Karbonn Titanium Dazzle 2 S202 (Black)	battery backup is not as expected very poor all other features are good
3672	Sony Xperia M4 Aqua Dual (Black, 16GB)	the xperia m4 aqua dual is all plastic and glass with a completely flat back and curved sides the black version is especially striking because of how stealthy it looks the sides are curved and have a nonslip matte finish but the flat back doesnt lend itself to a very comfortable grip theres a scratchy seam all the way around where the edges curve inwards to meet the rear  the snapdragon 615 soc powering this phone is now common in phones that cost less than this one but it isnt by any means a slouch the only issue i had was that the upper half of the rear of the phone became noticeably hot after just a few minutes of even ordinary use  the camera turned out to be one of this phones strongest points it handled complex exposures really well and the photos came out with a fair amount of detail intact i was happy to see that compression and noise artefacts were well under control even in low light the camera managed to reproduce better details than i usually see  finally i had to test sonys claims about how waterproof the xperia m4 aqua is and so i left it for 10 minutes in a shallow basin of tap water not only did it continue to run while submerged but it showed no signs of trouble whatsoever after being patted dry with a towel the touchscreen doesnt work underwater but you can use the camera thanks to the physical button waterproofing is a fantastic feature at this price level and you wont have to worry about getting wet in the rain or about any accidental liquid damage  while clearly not competing with the formidable oneplus one  and the like in terms of specs alone sony has packed enough features and usability into the xperia m4 aqua dual to justify its price tag sure you arent getting the fastest processor or the crispest screen but theres a world of difference in terms of polish you also get a morethandecent camera excellent battery life and waterproofing without the inconvenience of flaps over every port  of course it wouldnt hurt this phones chances if it was priced a little lower already its selling for slightly less than its launch price so keep an eye out for deals sony has proven that it can put together a compelling package without jumping into the price war
3673	Sony Xperia M4 Aqua Dual (Black, 16GB)	i ordered this phone from amazon i have never purchased a phone in this range so this was really a huge decision for me to take thats why i am a bit disappointed with the phone regarding some drawbacks that it has and those are 1 the battery backup is not up to the mark and cannot last for 2 days by any means it gets discharged even when we are not using it 2 the upper half part near the camera of the phone gets heated up even when we are using it normally for chatting or browsing internet and the battery drains like anything at that time this is a huge drawback for a phone in this range and from a brand like sony looks like we have to use it in ac rooms only while playing games or using large sized apps what is the use of a phone so costly which gets heated up so badly this might be due the water proof design of it but that feels like i have been cheated because i was really excited to get a 2 gb ram phone in sony but this phone due to this heating problem is a disappointment 3 it also hangs sometimes when gets over heated or sometime without any reason 4 not at all suitable phone for gaming purposethats really a sad thing for me  also i would like to mention the pros of the phone those are 1 camera clarity is awesome as expected from a sony phone and the front camera is also great for selfies 2 sound is also great in the original earphones wish they would have provided with the in ear earphones but this is also good 3 the phone works smoothly except when gets heated up 4 the slim look and design of the phone is very attractive 5 the waterproof feature is one of the best thing to get in a phone in this range i hope this feedback was helpful for everyone
3674	Sony Xperia M4 Aqua Dual (Black, 16GB)	i got this phone today and the first thins as is normally done with a new phone is charge it while on charging i was browsing through its features and noticed the phone is heating at rear behind this is very surprising the phone is heating just on browsing its features without any sim or without any wifi what could be the defect  please let me know i was excited till i got this phone and now i feel cheated on wasting such huge amount please give some solution
3675	Sony Xperia M4 Aqua Dual (Black, 16GB)	mobile is a nice piece of work i chose htc 826 over this but sound in ear phones is pathetic in 826 over all mobile phones sound functionality is my primary preference so best of sound features of all mobiles till now are from best  nokia microsoft samsung sony remaining features are more r less good enough mobile security water proof no other mobile can give you these functionalities battery backup s also acceptable 10 days and no complaint about it go for it c4 has no waterproof
3676	Sony Xperia M4 Aqua Dual (Black, 16GB)	got mobile from amazon today afternoon opened and checked the mobile but speaker is not working
3677	Sony Xperia M4 Aqua Dual (Black, 16GB)	at the time of use the mobile is heating
3678	Sony Xperia M4 Aqua Dual (Black, 16GB)	i bought this product from a local dealer on may 30 this phone has a great display super fast octa core processor  excellent cameras has the feel of xperia z3 it is also water and dust proof  please dont care about the fake review of guys who have not used this phone best midrange phone ever made by sony waiting for the white variant to me in stock at amazon  ill order one
3679	Sony Xperia M4 Aqua Dual (Black, 16GB)	the price was too high when compared vth the competitors the only diff is the water and dust proof feature which makes it unique when compared to yusamsunglenovooneplus that are available bw 1020k secondly sony never assure software support guarantee like the the other competitors promise updates for 23 yearsthe display build qualityplasticcameraall the featured apps look good  do check whether its all what you need for 24k
3680	Sony Xperia M4 Aqua Dual (Black, 16GB)	dont buy this phone its completely waste  of money i purchased it on 14062015 and after days its speaker is not working and service centre people are saying there is a hardware issue the phone gets heated very fast and it takes 3 hours to get charged and it has poor battery backup
